node_X_pix,node_Y_pix
1749,1515
1767,1428
1801,1540
1821,1508
1834,1325
1843,1421
1843,1499
1844,1467
1854,1247
1857,1493
1857,1495
1863,1485
1865,1147
1865,1207
1869,1334
1869,1485
1872,1495
1890,1100
1899,1435
1904,1600
1912,1241
1915,1812
1918,1353
1919,1354
1922,1555
1925,1064
1926,1380
1941,1444
1942,1147
1943,1443
1943,1745
1945,1166
1946,1769
1946,1827
1947,1770
1947,1771
1949,1338
1949,1626
1951,1349
1954,1352
1958,1798
1959,1548
1960,1399
1960,1608
1961,1546
1965,1352
1965,1368
1966,1763
1967,1418
1968,1358
1974,1313
1975,1400
1975,1496
1977,1372
1977,1412
1977,1786
1978,1447
1979,1407
1980,1239
1980,1450
1980,1575
1982,1569
1982,1574
1983,1381
1983,1431
1983,1462
1984,1441
1986,1442
1987,1261
1987,1475
1988,1537
1989,1250
1989,1473
1990,1539
1992,1237
1992,1450
1993,1451
1994,1433
1994,1486
1995,1147
1996,1486
1997,1468
2000,1408
2000,1495
2007,1419
2007,1648
2008,1479
2010,1500
2010,1522
2011,1479
2013,1592
2015,1597
2017,1541
2020,1512
2021,1512
2023,1444
2025,1214
2025,1686
2027,1511
2027,1523
2030,1220
2030,1577
2032,1523
2034,1461
2034,1579
2039,1744
2040,1605
2042,1743
2044,1755
2045,1204
2048,1213
2048,1753
2052,1489
2056,1495
2057,1210
2057,1663
2057,1748
2058,1207
2061,1525
2064,1542
2066,1537
2067,1553
2070,1086
2071,1519
2076,1621
2078,1202
2081,1543
2085,1541
2090,1059
2092,1670
2099,1102
2099,1107
2100,1565
2101,1598
2102,1634
2102,1657
2103,1727
2105,1632
2105,1704
2106,1113
2106,1574
2106,1648
2107,1103
2107,1116
2111,1581
2113,1120
2113,1649
2115,1657
2117,1110
2117,1125
2117,1720
2121,1677
2122,1642
2123,1676
2125,1185
2127,1719
2128,1667
2129,1029
2132,1666
2133,1616
2133,1698
2134,1112
2137,1681
2139,1644
2140,1684
2140,1712
2146,1652
2146,1713
2153,1693
2154,1071
2155,1651
2156,1703
2158,1135
2159,1172
2160,1659
2161,1672
2161,1707
2162,1037
2163,1145
2164,1676
2166,1667
2167,1669
2171,1138
2172,1139
2173,1679
2174,1702
2175,1159
2178,1165
2179,1688
2182,1708
2185,1730
2189,1702
2190,1719
2190,1720
2193,1160
2194,1154
2194,1709
2196,1723
2197,1109
2199,1157
2203,1069
2204,1723
2229,1094
2259,986
2266,1068
2282,925
2298,1775
2298,1789
2301,1003
2304,1118
2314,1032
2319,943
2328,993
2330,1108
2344,1758
2346,1760
2363,1096
2375,926
2384,1088
2396,1739
2399,1759
2406,1080
2421,1030
2443,1028
2457,1062
2457,1716
2459,1055
2459,1719
2461,993
2468,1078
2482,1067
2494,1050
2495,1042
2503,1047
2504,1133
2515,992
2524,1163
2527,1140
2530,1173
2534,1687
2539,1015
2539,1076
2552,1205
2553,1054
2553,1762
2565,1226
2574,1218
2576,1242
2577,1671
2578,1125
2581,1160
2591,1108
2592,1267
2594,1132
2595,1048
2595,1135
2597,1664
2600,1123
2602,1281
2603,1708
2609,1227
2612,1155
2612,1296
2619,1137
2620,1237
2621,1281
2621,1669
2622,1654
2623,1248
2624,1685
2627,1769
2628,1219
2628,1231
2639,1241
2640,1730
2645,1136
2646,1209
2650,1083
2659,1369
2662,1166
2662,1372
2673,1296
2687,1410
2688,1253
2690,1198
2697,1126
2700,1625
2701,1635
2703,1435
2707,1433
2708,1309
2708,1391
2728,1472
2741,1205
2741,1492
2743,1157
2747,1269
2748,1398
2751,1610
2752,1604
2753,1456
2757,1487
2759,1578
2765,1528
2767,1527
2770,1577
2780,1311
2820,1439
2820,1476
2854,1435
2916,1487
2339,1394
