node_X_pix,node_Y_pix
1898,1500
1911,1472
1928,1347
1933,1348
1933,1393
1935,1334
1937,1353
1952,1355
1960,1339
1964,1261
1965,1374
1969,1336
1972,1417
1973,1415
1974,1367
1974,1385
1975,1535
1978,1454
1980,1394
1981,1393
1982,1380
1983,1227
1984,1393
1984,1407
1985,1267
1987,1258
1987,1387
1988,1389
1989,1391
1990,1244
1992,1489
1995,1492
1999,1500
2000,1231
2004,1414
2009,1422
2022,1442
2024,1461
2026,1463
2026,1473
2026,1769
2028,1462
2030,1455
2032,1458
2033,1460
2036,1479
2039,1469
2043,1211
2043,1501
2046,1215
2048,1487
2049,1485
2057,1517
2062,1505
2066,1523
2070,1636
2071,1519
2076,1551
2084,1555
2086,1557
2088,1546
2095,1167
2095,1557
2103,1569
2106,1583
2109,1579
2110,1593
2116,1589
2121,1187
2123,1605
2125,1604
2126,1617
2127,1619
2128,1621
2131,1612
2131,1679
2132,1614
2133,1616
2134,1684
2135,1690
2138,1649
2144,1657
2152,1660
2157,1654
2157,1710
2160,1675
2163,1142
2163,1678
2165,1666
2168,1689
2170,1674
2172,1686
2172,1706
2174,1680
2174,1699
2175,1698
2176,1166
2176,1683
2179,1688
2182,1717
2183,1694
2190,1152
2192,1160
2193,1730
2194,1709
2202,1720
2205,1740
2209,1730
2217,1741
2251,1138
2256,1119
2296,1776
2296,1777
2320,1083
2326,1110
2339,1760
2342,1767
2388,1082
2390,1086
2402,1079
2405,1081
2411,1058
2413,1078
2445,1720
2454,1717
2531,1174
2534,1171
2539,1685
2550,1705
2552,1205
2557,1196
2558,1678
2569,1231
2571,1697
2572,1224
2573,1672
2579,1247
2586,1673
2605,1237
2605,1286
2612,1296
2638,1336
2640,1323
2685,1408
2690,1408
2690,1413
2691,1409
2692,1412
2694,1627
2698,1633
2704,1400
2715,1453
2721,1449
2743,1496
2743,1609
2748,1614
2748,1617
2749,1496
2750,1606
2758,1580
2767,1531
2771,1526
2773,1576
2332,1401
