node_Degree,node_Accessibility,node_ID
1,0.012133775278925896,1
1,0.04832954704761505,2
1,0.13606198132038116,3
1,0.1555791199207306,4
3,0.1431405395269394,5
1,0.1587635725736618,6
1,0.11051955074071884,7
3,0.16661152243614197,8
1,0.0277619119733572,9
3,0.1303756833076477,10
3,0.17198486626148224,11
3,0.16965000331401825,12
3,0.1739235371351242,13
3,0.16940273344516754,14
1,0.1604621410369873,15
1,0.07542745769023895,16
3,0.18320226669311523,17
1,0.0610712431371212,18
1,0.17913198471069336,19
1,0.18761046230793,20
3,0.19525709748268127,21
3,0.19319362938404083,22
1,0.20272386074066162,23
3,0.20360320806503296,24
3,0.20679490268230438,25
3,0.21093975007534027,26
3,0.2094603329896927,27
1,0.17429734766483307,28
3,0.21277688443660736,29
3,0.21687625348567963,30
1,0.2075861543416977,31
1,0.21746042370796204,32
3,0.21078738570213318,33
2,0.1461038589477539,34
1,0.10954631119966507,35
1,0.18984439969062805,36
1,0.11742335557937622,37
1,0.18574108183383942,38
2,0.14877153933048248,39
1,0.19881613552570343,40
3,0.1510441154241562,41
3,0.20468439161777496,42
3,0.2248735874891281,43
3,0.22465379536151886,44
3,0.25893741846084595,45
3,0.2302785962820053,46
1,0.17265620827674866,47
3,0.2785218358039856,48
1,0.2789403200149536,49
3,0.2795157730579376,50
1,0.0,51
3,0.2766976058483124,52
1,0.21064147353172302,53
3,0.282586932182312,54
3,0.1658044308423996,55
3,0.2221709042787552,56
3,0.27551785111427307,57
3,0.20051825046539307,58
3,0.22977127134799957,59
1,0.1614498794078827,60
3,0.21979419887065887,61
3,0.27718204259872437,62
3,0.22833497822284698,63
3,0.2931269109249115,64
3,0.17030446231365204,65
3,0.17071375250816345,66
3,0.3014301657676697,67
3,0.23769253492355347,68
1,0.19894112646579742,69
3,0.17153461277484894,70
3,0.30483826994895935,71
1,0.20021295547485352,72
3,0.24553807079792023,73
3,0.17265230417251587,74
4,0.318722128868103,75
3,0.24636398255825043,76
3,0.23961758613586426,77
3,0.23610961437225342,78
3,0.2484746277332306,79
3,0.24982155859470367,80
2,0.31329333782196045,81
3,0.2395506352186203,82
3,0.29995736479759216,83
3,0.316095769405365,84
1,0.037735309451818466,85
3,0.24242550134658813,86
1,0.14899438619613647,87
2,0.3101844787597656,88
2,0.30769509077072144,89
3,0.27636492252349854,90
3,0.2474457174539566,91
2,0.3287217319011688,92
3,0.33056333661079407,93
3,0.3285512626171112,94
3,0.28002578020095825,95
3,0.18079674243927002,96
3,0.3079336881637573,97
3,0.28121960163116455,98
3,0.33471783995628357,99
3,0.30334508419036865,100
3,0.25686031579971313,101
1,0.15922823548316956,102
3,0.2550775408744812,103
3,0.2577919065952301,104
2,0.3378651440143585,105
1,0.12702061235904694,106
3,0.3180210292339325,107
3,0.277230829000473,108
3,0.25422734022140503,109
3,0.32057350873947144,110
3,0.3241530656814575,111
2,0.3009648025035858,112
3,0.28802353143692017,113
3,0.2803580164909363,114
3,0.2622394263744354,115
2,0.2993980050086975,116
3,0.28949910402297974,117
3,0.28152886033058167,118
2,0.29767274856567383,119
3,0.31733229756355286,120
3,0.33494997024536133,121
3,0.31933751702308655,122
3,0.30538350343704224,123
3,0.3080918490886688,124
3,0.30662328004837036,125
2,0.35693955421447754,126
3,0.3046172261238098,127
1,0.22097153961658478,128
2,0.35966479778289795,129
1,0.20971660315990448,130
3,0.33021897077560425,131
3,0.30078333616256714,132
3,0.22818955779075623,133
3,0.16258706152439117,134
3,0.3324710726737976,135
3,0.3083692789077759,136
3,0.29112011194229126,137
3,0.28753191232681274,138
3,0.301724910736084,139
3,0.3242338299751282,140
3,0.32747551798820496,141
2,0.3656911253929138,142
3,0.22307763993740082,143
