node_X_pix,node_Y_pix
1829,1498
1845,1497
1859,1499
1860,1489
1868,1488
1870,1499
1912,1378
1918,1247
1921,1356
1943,1162
1949,1351
1956,1360
1960,1547
1966,1371
1967,1356
1970,1361
1972,1325
1974,1410
1974,1413
1974,1498
1974,1789
1978,1406
1978,1452
1979,1244
1984,1444
1986,1263
1988,1255
1990,1451
1991,1225
1991,1242
1992,1487
1994,1409
1996,1489
1998,1405
1998,1417
2000,1496
2003,1412
2004,1230
2010,1424
2010,1503
2016,1450
2021,1440
2021,1515
2023,1457
2023,1602
2024,1459
2024,1470
2028,1452
2029,1454
2037,1478
2039,1190
2040,1471
2043,1758
2044,1205
2048,1213
2048,1492
2054,1494
2054,1582
2055,1209
2055,1211
2055,1494
2056,1750
2057,1750
2060,1665
2066,1741
2074,1204
2077,1745
2078,1530
2084,1540
2099,1600
2100,1565
2109,1579
2112,1583
2118,1146
2120,1680
2122,1644
2124,1185
2126,1670
2128,1135
2131,1670
2136,1686
2138,1646
2143,1631
2145,1653
2146,1653
2149,1096
2150,1643
2151,1655
2156,1173
2156,1651
2157,1707
2158,1670
2161,1668
2162,1149
2163,1663
2165,1666
2165,1682
2169,1140
2169,1672
2171,1143
2173,1162
2173,1704
2175,1166
2176,1687
2177,1685
2183,1714
2185,1734
2190,1098
2192,1160
2192,1706
2193,1726
2193,1727
2201,1719
2214,1737
2254,1137
2258,1114
2278,1106
2295,1776
2296,1793
2300,1120
2313,1029
2328,1109
2342,1759
2344,1763
2411,1054
2411,1078
2454,1717
2456,1720
2469,1080
2474,1075
2524,1163
2527,1158
2532,1176
2533,1687
2543,1704
2546,1704
2546,1707
2550,1158
2552,1205
2568,1230
2573,1221
2574,1672
2577,1244
2590,1136
2590,1666
2592,1699
2603,1283
2609,1233
2619,1677
2646,1245
2648,1211
2664,1375
2668,1375
2688,1412
2690,1307
2697,1626
2700,1629
2704,1436
2710,1404
2719,1440
2740,1491
2742,1494
2750,1606
2750,1614
2758,1581
2759,1491
2766,1572
2836,1498
2335,1397
