node_X_pix,node_Y_pix
821,1447
846,1438
856,1435
867,1431
909,1183
934,1234
940,1348
948,1520
955,1244
957,1228
960,1396
964,1168
968,1221
974,1495
980,1388
981,1464
987,1400
988,1384
989,1479
992,1125
995,1174
995,1467
996,1498
1001,1233
1001,1739
1003,1214
1011,1211
1011,1425
1013,1333
1013,1395
1013,1452
1018,1415
1018,1438
1023,1441
1024,1330
1025,1336
1026,1177
1026,1400
1026,1402
1032,1618
1032,1620
1033,1623
1035,1411
1039,1381
1042,1618
1049,1520
1050,1290
1050,1686
1052,1616
1059,1341
1061,1128
1065,1103
1065,1396
1066,1160
1071,1324
1072,1275
1073,1127
1073,1314
1074,1296
1075,1266
1075,1362
1077,1394
1077,1623
1078,1173
1078,1296
1078,1397
1078,1550
1079,1048
1079,1320
1082,1222
1083,1072
1084,1364
1085,1211
1086,1553
1088,1230
1088,1435
1089,1285
1089,1442
1090,1693
1092,1069
1092,1700
1094,1171
1094,1174
1094,1559
1097,1298
1097,1633
1099,1286
1099,1649
1101,1166
1102,1259
1106,1247
1107,1332
1107,1405
1108,1210
1108,1382
1108,1564
1111,1432
1112,942
1112,1216
1112,1451
1112,1637
1113,1460
1115,1453
1116,1226
1117,1558
1118,1380
1119,1384
1120,1674
1121,1411
1122,1412
1123,1241
1125,1249
1125,1262
1126,1253
1126,1638
1128,1233
1128,1407
1128,1420
1128,1616
1129,1414
1129,1734
1130,1416
1131,937
1131,1249
1131,1410
1133,1253
1134,952
1135,1271
1135,1362
1135,1431
1136,1721
1137,1218
1138,1774
1140,1213
1140,1393
1141,1182
1141,1435
1142,1266
1142,1420
1143,1365
1143,1410
1143,1421
1147,1212
1147,1408
1148,1401
1149,1180
1149,1410
1149,1421
1150,1449
1150,1759
1151,1170
1151,1401
1153,1342
1154,1297
1154,1751
1157,1107
1157,1406
1157,1508
1158,1759
1158,1836
1159,1599
1160,1642
1164,1608
1165,1205
1165,1734
1168,1067
1169,1608
1170,1251
1170,1376
1171,1103
1171,1569
1171,1591
1172,985
1172,1259
1172,1573
1173,1096
1174,1013
1174,1426
1175,1255
1175,1279
1175,1365
1175,1416
1175,1569
1177,1363
1177,1572
1178,1327
1179,1064
1179,1342
1180,1472
1180,1771
1181,1473
1182,1021
1182,1743
1182,1772
1183,1382
1184,1573
1185,1077
1185,1313
1185,1566
1187,1315
1189,1028
1189,1454
1190,999
1190,1433
1192,1186
1192,1708
1193,1086
1194,1607
1194,1632
1195,1087
1196,980
1196,1114
1196,1287
1196,1429
1198,1129
1199,1202
1199,1475
1199,1943
1200,1067
1200,1429
1200,1476
1201,1094
1202,1354
1202,1732
1204,1086
1204,1427
1205,1673
1207,1731
1208,1549
1209,1522
1209,1625
1209,1747
1210,1837
1211,1327
1211,1636
1211,1780
1212,1328
1213,1029
1214,1037
1215,1231
1215,1841
1217,1725
1217,1838
1217,1873
1219,1026
1219,1241
1219,1370
1221,1687
1222,1208
1222,1361
1222,1867
1223,1209
1223,1230
1224,943
1225,1255
1225,1312
1225,1642
1225,1869
1226,1079
1226,1293
1226,1416
1226,1790
1227,1267
1227,1578
1227,1615
1227,1801
1228,1266
1231,1250
1231,1785
1232,1414
1232,1624
1235,1245
1236,1292
1236,1712
1237,1626
1237,1741
1239,1346
1240,1379
1242,1122
1242,1568
1242,1590
1242,1708
1243,1307
1243,1651
1244,1115
1244,1313
1244,1437
1244,1590
1245,1350
1245,1589
1246,1096
1246,1578
1247,1265
1247,1746
1248,1070
1248,1439
1251,1603
1254,1208
1254,1212
1255,1448
1255,1450
1255,1500
1255,1585
1257,1133
1257,1439
1257,1751
1258,1111
1258,1240
1258,1734
