node_Degree,node_Accessibility,node_ID
1,0.15897153317928314,1
1,6.274606130318716e-05,2
1,0.17163097858428955,3
3,0.18604296445846558,4
1,0.0,5
1,0.0,6
3,0.19641989469528198,7
3,0.19183951616287231,8
1,0.07705475389957428,9
3,0.2112998366355896,10
3,0.2101999670267105,11
3,0.21356885135173798,12
1,0.19038176536560059,13
1,0.19934308528900146,14
1,0.22189927101135254,15
3,0.21824277937412262,16
3,0.2116527557373047,17
1,0.18674486875534058,18
1,0.2457631230354309,19
1,0.1954994946718216,20
3,0.22812367975711823,21
1,0.15500016510486603,22
3,0.2783043384552002,23
3,0.2792884111404419,24
1,0.2158006876707077,25
1,0.021186811849474907,26
3,0.2672218084335327,27
3,0.2774321436882019,28
3,0.2158844918012619,29
3,0.27907994389533997,30
1,0.1572505235671997,31
3,0.2264736443758011,32
3,0.1648286134004593,33
1,0.15788333117961884,34
2,0.165212944149971,35
3,0.1654808521270752,36
3,0.29369890689849854,37
1,0.13319073617458344,38
3,0.3028126358985901,39
3,0.30622366070747375,40
3,0.16856053471565247,41
3,0.24560558795928955,42
3,0.30807697772979736,43
1,0.23166200518608093,44
3,0.24715425074100494,45
2,0.30940860509872437,46
3,0.31327879428863525,47
1,0.15538132190704346,48
3,0.3112996220588684,49
2,0.3138064742088318,50
2,0.30385449528694153,51
3,0.3236328065395355,52
3,0.27829301357269287,53
2,0.32632026076316833,54
3,0.3231964111328125,55
3,0.17627884447574615,56
3,0.2990487813949585,57
3,0.328751802444458,58
3,0.27782967686653137,59
3,0.2928697466850281,60
3,0.25642630457878113,61
3,0.2546335458755493,62
3,0.2580203115940094,63
2,0.3351042866706848,64
3,0.3120729625225067,65
3,0.27187588810920715,66
3,0.31126493215560913,67
3,0.31328555941581726,68
2,0.2974804937839508,69
3,0.2906804382801056,70
3,0.27212071418762207,71
2,0.29562416672706604,72
3,0.2873073220252991,73
3,0.2742803692817688,74
2,0.2939132750034332,75
3,0.3113240897655487,76
3,0.3132714033126831,77
3,0.332255482673645,78
3,0.30038896203041077,79
1,0.2603984773159027,80
3,0.30298909544944763,81
3,0.30052024126052856,82
2,0.3512236773967743,83
3,0.29252493381500244,84
2,0.35373058915138245,85
1,0.2117146998643875,86
3,0.32470905780792236,87
3,0.3017820119857788,88
3,0.3011687695980072,89
3,0.3279206156730652,90
3,0.2861367166042328,91
3,0.2807753384113312,92
1,0.27151182293891907,93
2,0.31973767280578613,94
4,0.3209528923034668,95
2,0.3596605062484741,96
1,0.058759674429893494,97
1,0.2195875197649002,98
3,0.3289819359779358,99
3,0.31123003363609314,100
2,0.3177907168865204,101
3,0.3047598898410797,102
3,0.3188907504081726,103
2,0.3639390170574188,104
3,0.3088147044181824,105
3,0.18559688329696655,106
3,0.29086461663246155,107
3,0.18755340576171875,108
3,0.20739160478115082,109
1,0.26722028851509094,110
2,0.33090293407440186,111
3,0.21005088090896606,112
2,0.37107816338539124,113
2,0.3728085160255432,114
2,0.33806902170181274,115
3,0.24296312034130096,116
3,0.21591249108314514,117
1,0.17920929193496704,118
3,0.348840594291687,119
3,0.3508892357349396,120
3,0.3525349795818329,121
3,0.35793086886405945,122
1,0.11312873661518097,123
2,0.3787064850330353,124
3,0.31953129172325134,125
2,0.35562753677368164,126
3,0.378158301115036,127
2,0.3845842480659485,128
1,0.19759126007556915,129
3,0.2729724049568176,130
3,0.25730013847351074,131
3,0.2504943907260895,132
