node_X_pix,node_Y_pix
1722,1420
1724,1521
1731,1469
1762,1462
1762,1492
1782,1560
1785,1396
1789,1451
1789,1493
1798,1495
1799,1490
1800,1507
1808,1431
1817,1327
1818,1402
1820,1428
1821,1507
1830,1133
1840,1182
1843,1499
1844,1260
1844,1467
1853,1490
1855,1426
1856,1496
1858,1321
1861,1483
1862,1313
1863,1316
1867,1487
1867,1493
1882,1431
1882,1848
1883,1288
1885,1622
1888,1099
1896,1751
1901,1245
1901,1326
1906,1234
1908,1402
1910,1334
1912,1804
1913,1240
1916,1812
1918,1352
1920,1354
1922,1051
1926,1380
1931,1331
1937,1582
1940,1643
1941,1101
1941,1444
1941,1571
1941,1740
1942,1147
1943,1443
1943,1837
1945,1165
1948,1769
1949,1338
1950,1348
1950,1573
1951,1771
1954,1352
1956,1059
1957,1548
1959,1399
1959,1797
1960,1398
1960,1647
1961,1365
1961,1544
1963,1559
1963,1571
1965,1352
1965,1547
1966,1625
1968,1358
1968,1417
1968,1555
1974,1313
1975,1496
1976,1723
1977,1372
1978,1411
1978,1785
1979,1575
1980,1446
1981,1239
1981,1400
1981,1450
1982,1117
1982,1569
1982,1573
1983,1430
1983,1462
1985,1441
1987,1261
1987,1442
1988,1475
1988,1537
1989,1250
1989,1473
1989,1538
1990,1392
1992,1237
1993,1434
1993,1449
1994,1450
1994,1485
1996,1486
1998,1468
2000,1494
2002,1696
2007,1419
2007,1524
2008,1479
2009,1750
2010,1500
2011,1479
2013,1592
2016,1597
2018,1496
2020,1512
2023,1444
2023,1510
2025,1511
2026,1214
2030,1220
2031,1577
2034,1461
2034,1579
2041,1605
2042,1743
2046,1204
2048,1753
2049,1213
2050,1541
2052,1489
2054,1751
2056,1662
2057,1210
2057,1497
2058,1207
2058,1730
2061,1524
2066,1536
2068,1070
2068,1553
2071,1519
2072,1047
2076,1620
2079,1202
2082,1542
2084,1540
2091,1669
2091,1715
2096,1711
2097,1064
2098,1710
2099,1101
2100,1105
2100,1565
2100,1597
2100,1718
2102,1067
2103,1634
2103,1655
2104,1000
2104,1055
2104,1110
2104,1723
2105,1724
2106,1574
2106,1632
2106,1649
2109,1115
2111,1116
2111,1581
2113,1649
2114,1109
2115,1657
2117,1125
2122,1641
2122,1677
2124,1676
2125,1185
2126,1719
2128,1667
2130,1628
2131,1612
2132,1666
2133,1699
2135,1112
2137,1622
2137,1682
2138,1643
2138,1683
2140,1711
2145,1650
2146,1652
2148,1712
2148,1745
2149,1641
2153,1693
2154,1070
2157,1653
2157,1705
2158,1135
2160,1172
2160,1659
2161,1671
2163,1046
2163,1677
2164,1145
2166,1667
2167,1036
2167,1669
2171,1043
2171,1136
2172,1139
2173,1679
2174,1158
2174,1702
2179,1165
2179,1688
2182,1708
2189,1702
2190,1718
2192,1160
2193,1155
2194,1153
2194,1709
2195,1159
2197,1109
2199,1157
2203,1721
2207,1049
2225,973
2226,1077
2228,1037
2265,1123
2266,1068
2271,1131
2276,1037
2283,916
2298,1775
2298,1789
2301,1003
2304,1118
2314,1029
2326,921
2328,992
2330,1108
2344,1758
2352,961
2355,955
2357,1753
2359,1057
2362,949
2363,1096
2381,1053
2384,1088
2387,1792
2388,918
2390,1792
2391,915
2394,911
2394,1790
2396,1739
2398,907
2408,1079
2421,1729
2422,999
2434,1747
2437,1011
2442,1067
2451,1050
2457,1716
2459,1064
2459,1719
2461,1053
2468,1078
2471,951
2473,953
2473,956
2483,1066
2487,1107
2490,1106
2498,1045
2504,1133
2524,1163
2527,1140
2530,1173
2534,1687
2541,970
2552,1205
2560,1782
2564,996
2566,1227
2571,1235
2576,1232
2576,1242
2577,1671
2578,1125
2581,1160
2581,1238
2583,1151
2590,1159
2591,1108
2592,1267
2594,1131
2595,1135
2600,1122
2601,1280
2602,1011
2604,1709
2607,1289
2607,1660
2609,1227
2609,1279
2613,1155
2617,1145
2619,1138
2619,1156
2619,1668
2619,1781
2620,1234
2623,1654
2624,1247
2626,1228
2629,1699
2632,1217
2639,1242
2645,1241
2649,1209
2654,1741
2655,1159
2656,1158
2657,1365
2661,1172
2670,1159
2672,1354
2673,1055
2674,1296
2684,1221
2687,1252
2687,1410
2690,1198
2696,1268
2700,1625
2700,1630
2702,1122
2702,1280
2703,1435
2707,1267
2708,1279
2709,1309
2709,1390
2713,1421
2728,1472
2733,1366
2741,1492
2743,1460
2747,1160
2751,1605
2755,1445
2756,1456
2758,1486
2765,1528
2767,1205
2767,1263
2767,1527
2767,1607
2772,1396
2775,1310
2789,1320
2790,1305
2798,1343
2799,1326
2820,1476
2838,1425
2877,1406
2955,1497
2340,1395
