node_X_pix,node_Y_pix
1699,1405
1701,1540
1716,1446
1739,1516
1745,1514
1751,1517
1752,1487
1761,1436
1761,1461
1764,1457
1765,1375
1776,1562
1785,1336
1789,1451
1789,1493
1799,1490
1799,1494
1800,1507
1801,1538
1806,1579
1814,1382
1821,1256
1821,1507
1829,1186
1832,1130
1842,1290
1843,1499
1844,1466
1852,1490
1856,1495
1857,1052
1859,1495
1859,1578
1861,1482
1865,1485
1868,1277
1868,1299
1868,1485
1872,1495
1875,1535
1879,1829
1881,1619
1883,1185
1883,1744
1887,1833
1890,1824
1895,1154
1910,1334
1912,1240
1913,1807
1916,1812
1917,1405
1918,1352
1919,1025
1920,1354
1924,1657
1926,1380
1931,1331
1935,1723
1937,1581
1939,1443
1941,1101
1941,1445
1941,1571
1942,1146
1942,1837
1945,1165
1948,1338
1948,1769
1949,1658
1950,1348
1950,1573
1951,1771
1955,1353
1956,1479
1956,1548
1957,1323
1959,1797
1960,1398
1960,1544
1962,1606
1963,1559
1963,1571
1965,1352
1965,1548
1965,1625
1967,1417
1968,1033
1969,1557
1969,1716
1972,1125
1973,1318
1974,1618
1975,1308
1975,1369
1975,1496
1976,1494
1977,1410
1977,1785
1979,1446
1979,1575
1980,1238
1981,1400
1981,1449
1981,1573
1982,1569
1982,1673
1983,1430
1983,1462
1983,1615
1984,1441
1987,1260
1987,1441
1988,1475
1988,1537
1989,1250
1989,1473
1989,1538
1990,1392
1992,1237
1993,1434
1993,1450
1994,1485
1995,1712
1996,1485
1997,1467
2000,1495
2007,1419
2008,1525
2008,1648
2009,1478
2009,1749
2010,1499
2011,1477
2013,1592
2016,1597
2017,1494
2019,1512
2022,1442
2022,1510
2025,1512
2025,1656
2026,1214
2030,1220
2031,1576
2034,1461
2034,1578
2038,1028
2041,1605
2045,1656
2046,1204
2048,1715
2052,1212
2052,1489
2055,1663
2056,1495
2058,1727
2064,1534
2066,1536
2067,1068
2070,1044
2070,1551
2071,1072
2073,1076
2076,1620
2076,1646
2079,1202
2079,1623
2083,1542
2084,1540
2092,1669
2094,1666
2095,1713
2096,1662
2098,1010
2099,1102
2099,1563
2099,1659
2100,1105
2100,1598
2101,1067
2101,1654
2102,1634
2102,1656
2105,1039
2105,1111
2105,1631
2105,1724
2106,1574
2106,1648
2107,1103
2108,1115
2110,1580
2112,1118
2113,1649
2115,1657
2117,1110
2117,1124
2121,1013
2122,1641
2122,1676
2123,1675
2125,1185
2126,1719
2128,1667
2129,1701
2130,1611
2130,1628
2133,1665
2134,1112
2135,1693
2135,1701
2137,1622
2137,1682
2138,1643
2138,1683
2140,1711
2145,1651
2148,1106
2153,1693
2154,1070
2155,1651
2156,1704
2158,1135
2160,1172
2160,1659
2161,1671
2162,1677
2163,1144
2164,1676
2166,999
2166,1667
2167,1669
2171,1135
2172,1139
2173,1679
2173,1702
2174,1158
2179,1165
2179,1688
2182,1708
2189,1702
2190,1718
2191,957
2192,1160
2194,1709
2196,1150
2197,1109
2199,1152
2200,1157
2203,1721
2205,1155
2207,1036
2215,1020
2233,1068
2249,1126
2254,872
2260,1112
2260,1116
2266,1068
2274,1129
2277,1026
2298,1775
2298,1789
2301,1003
2304,1118
2314,1030
2320,961
2328,991
2330,1108
2331,906
2344,923
2344,1758
2345,1759
2351,961
2354,955
2358,1040
2360,949
2363,1096
2383,1060
2384,921
2384,1088
2396,1739
2398,1821
2408,1079
2420,1000
2421,1729
2427,982
2442,1067
2449,1745
2451,1049
2457,1716
2459,1064
2459,1718
2461,1053
2468,1078
2479,941
2483,1066
2487,1107
2488,1106
2497,1045
2503,1132
2509,1068
2513,1755
2524,1163
2527,1140
2530,1172
2533,958
2533,1094
2534,1687
2539,1726
2552,1205
2553,1053
2553,1805
2571,1235
2574,1232
2576,966
2576,1242
2577,1671
2579,1125
2580,1239
2582,1159
2591,1107
2592,1267
2593,1131
2594,1098
2594,1135
2596,1039
2600,1122
2602,1192
2602,1281
2604,1007
2604,1708
2609,1227
2611,1658
2613,1155
2618,1796
2619,1139
2619,1218
2619,1235
2623,1673
2624,1247
2625,1066
2626,1160
2626,1227
2626,1229
2628,1321
2630,1216
2631,1217
2636,1333
2638,1242
2644,1241
2650,1208
2655,1158
2656,1139
2657,1156
2657,1365
2660,1173
2670,1160
2670,1739
2674,1296
2679,1142
2682,1040
2682,1221
2686,1252
2686,1409
2688,1339
2695,1358
2696,1402
2697,1626
2702,1432
2703,1279
2705,1633
2708,1278
2708,1309
2710,1390
2711,1227
2715,1112
2715,1333
2728,1472
2730,1356
2734,1366
2738,1331
2741,1492
2742,1460
2751,1606
2751,1610
2758,1431
2758,1486
2759,1578
2764,1527
2766,1527
2769,1576
2774,1310
2788,1320
2791,1150
2792,1396
2793,1305
2795,1254
2795,1436
2799,1344
2804,1338
2808,1200
2811,1335
2820,1476
2834,1290
2859,1423
2892,1394
2909,1483
2958,1455
2969,1508
2340,1395
