EndNodes_1,EndNodes_2,name,edge_id,Weight,Length,Width,Volume,Type,Distance
1,2,745A6215,1,0.08120538294315338,12.960000038146973,22.75267791748047,5269.384765625,E,1233.98828125
1,3,745A6215,2,0.9819095134735107,134.70770263671875,24.333457946777344,62645.515625,E,1261.9716796875
1,15,745A6215,3,1.4452766180038452,360.90380859375,31.684310913085938,284557.40625,E,1081.9481201171875
2,3,745A6215,4,0.07834333181381226,14.033641815185547,19.988895416259766,4403.90380859375,E,1235.7265625
3,16,745A6215,5,1.1351046562194824,285.4884033203125,31.91660499572754,228408.21875,E,1101.6495361328125
4,23,745A6215,6,0.9700625538825989,210.68881225585938,30.89411163330078,157936.59375,E,1065.6549072265625
5,6,745A6215,7,0.47935524582862854,79.83097076416016,24.719295501708984,38311.8828125,E,1082.01904296875
5,7,745A6215,8,0.11251990497112274,18.772924423217773,25.89967155456543,9890.318359375,E,1064.70556640625
5,10,745A6215,9,0.5272318124771118,117.6373519897461,29.00528907775879,77730.15625,E,1053.0006103515625
6,7,745A6215,10,0.08703470230102539,19.217641830444336,29.73938751220703,13349.162109375,E,1062.5234375
6,14,745A6215,11,0.509888768196106,155.99630737304688,32.72527313232422,131211.15625,E,999.4014282226562
8,17,745A6215,12,0.9693982601165771,273.0047302246094,33.55827331542969,241467.8125,E,1112.04052734375
9,16,745A6215,13,65535.0,207.8363037109375,28.713844299316406,134584.171875,E,1021.4762573242188
10,12,745A6215,14,0.4187544882297516,124.52391052246094,34.516441345214844,116518.4453125,E,994.6928100585938
10,13,745A6215,15,0.27207493782043457,84.57025909423828,35.28282165527344,82686.421875,E,975.5105590820312
11,54,745A6215,16,65535.0,322.8053283691406,29.739669799804688,224234.71875,E,1303.783447265625
12,160,745A6215,17,3.207705497741699,960.3875732421875,35.71875762939453,962341.25,F,480.19482421875
13,160,745A6215,18,3.046133279800415,941.7382202148438,35.71875762939453,943653.9375,F,470.8704528808594
14,15,745A6215,19,0.01736111380159855,5.184000015258789,34.55999755859375,4862.9775390625,E,936.321044921875
14,18,745A6215,20,0.045286890119314194,13.588926315307617,34.64537811279297,12810.4873046875,E,930.9535522460938
15,21,745A6215,21,0.35848140716552734,74.01805114746094,27.58700942993164,44242.20703125,E,922.8203735351562
16,28,745A6215,22,0.23742495477199554,54.80040740966797,30.57656478881836,40239.359375,E,943.5973510742188
17,24,745A6215,23,0.22410361468791962,43.358768463134766,28.947629928588867,28535.984375,E,993.4005126953125
17,27,745A6215,24,0.487852543592453,40.58256530761719,17.257638931274414,9492.751953125,E,994.9500122070312
18,20,745A6215,25,0.214007169008255,81.60984802246094,34.57016372680664,76601.15625,E,924.2578125
