node_X_pix,node_Y_pix
1770,1510
1789,1451
1793,1538
1816,1432
1816,1444
1821,1508
1843,1500
1852,1491
1855,1497
1861,1484
1866,1487
1867,1493
1869,1245
1878,1161
1881,1354
1883,1351
1884,1220
1884,1348
1891,1310
1904,1114
1911,1241
1915,1440
1918,1353
1920,1355
1920,1812
1926,1381
1931,1331
1939,1827
1940,1100
1940,1445
1942,1147
1942,1591
1943,1443
1945,1166
1946,1571
1947,1564
1948,1769
1949,1339
1951,1349
1955,1353
1958,1549
1958,1798
1959,1553
1960,1399
1961,1546
1965,1352
1966,1369
1967,1418
1967,1449
1969,1360
1974,1315
1975,1496
1976,1401
1977,1413
1977,1448
1977,1759
1977,1786
1978,1374
1979,1407
1979,1458
1980,1240
1980,1575
1981,1452
1982,1156
1982,1570
1982,1574
1983,1381
1983,1463
1984,1432
1984,1442
1986,1443
1987,1261
1987,1537
1988,1475
1989,1251
1989,1474
1990,1449
1990,1539
1992,1237
1993,1434
1993,1451
1994,1487
1995,1487
1997,1468
1999,1496
2000,1408
2000,1635
2007,1419
2009,1479
2010,1479
2011,1550
2013,1503
2013,1591
2016,1597
2022,1513
2023,1444
2024,1513
2025,1214
2030,1220
2031,1577
2034,1461
2034,1579
2040,1606
2045,1204
2049,1213
2052,1489
2056,1748
2057,1497
2058,1748
2060,1525
2064,1539
2064,1554
2065,1538
2066,1738
2071,1519
2076,1620
2078,1202
2078,1742
2081,1544
2083,1680
2085,1541
2090,1671
2092,1670
2098,1631
2099,1563
2101,1598
2102,1103
2102,1635
2102,1657
2105,1070
2105,1109
2106,1649
2107,1116
2107,1575
2111,1581
2112,1120
2112,1650
2112,1722
2115,1657
2116,1125
2122,1678
2123,1642
2123,1677
2124,1185
2124,1617
2127,1667
2132,1614
2133,1616
2133,1666
2137,1683
2138,1044
2139,1644
2141,1632
2142,1630
2145,1651
2146,1652
2149,1641
2157,1653
2157,1709
2158,1136
2159,1172
2160,1659
2163,1145
2164,1676
2167,1669
2170,1137
2172,1140
2173,1679
2174,1159
2174,1703
2178,1165
2179,1688
2183,1709
2190,1704
2190,1719
2193,1160
2194,1709
2199,1081
2204,1723
2264,1067
2267,989
2287,948
2296,1776
2297,1790
2301,1004
2304,1118
2313,1032
2319,961
2328,993
2330,1108
2342,1759
2345,1760
2353,959
2363,1096
2364,1079
2394,1750
2396,1739
2406,1042
2406,1080
2456,1716
2457,1062
2458,1719
2460,993
2468,1078
2482,1067
2488,1108
2494,1050
2495,1042
2497,1111
2503,1048
2505,1134
2507,1045
2523,1162
2525,1059
2527,1141
2531,1174
2534,1093
2534,1687
2540,1019
2549,1751
2552,1205
2565,1226
2566,1225
2576,1242
2577,1671
2579,1124
2581,1160
2592,1130
2592,1267
2593,1106
2594,1069
2595,1109
2595,1137
2598,1123
2598,1663
2602,1282
2606,1667
2607,1660
2608,1229
2609,1115
2612,1156
2612,1296
2612,1750
2614,1233
2616,1233
2619,1236
2621,1238
2622,1249
2623,1283
2626,1222
2627,1232
2627,1652
2634,1095
2638,1241
2641,1158
2646,1210
2661,1371
2664,1375
2673,1297
2675,1150
2684,1199
2687,1410
2697,1251
2698,1189
2700,1625
2701,1202
2701,1636
2703,1435
2707,1433
2708,1309
2708,1432
2710,1426
2711,1429
2717,1335
2721,1436
2722,1176
2728,1472
2737,1467
2742,1221
2742,1493
2744,1273
2747,1607
2751,1366
2752,1603
2755,1487
2759,1578
2765,1529
2767,1531
2769,1577
2778,1310
2810,1446
2819,1477
2874,1437
2892,1481
2338,1394
