node_X_pix,node_Y_pix
1795,1509
1834,1460
1842,1501
1852,1492
1855,1497
1862,1485
1866,1488
1866,1494
1880,1219
1884,1330
1886,1362
1905,1156
1917,1354
1918,1355
1925,1381
1940,1804
1941,1116
1941,1592
1943,1444
1944,1167
1944,1769
1950,1341
1951,1350
1955,1354
1959,1400
1960,1548
1965,1354
1967,1371
1968,1417
1970,1361
1973,1450
1974,1316
1975,1496
1976,1402
1976,1413
1976,1787
1978,1374
1978,1462
1979,1241
1979,1406
1979,1449
1979,1623
1979,1764
1980,1450
1983,1381
1983,1433
1985,1441
1986,1442
1987,1261
1987,1475
1987,1538
1988,1253
1989,1449
1989,1540
1991,1436
1992,1238
1993,1452
1993,1487
1997,1470
1997,1488
1999,1496
2001,1409
2007,1419
2008,1480
2012,1168
2016,1597
2019,1654
2022,1513
2023,1444
2023,1513
2035,1463
2040,1607
2045,1206
2049,1213
2049,1541
2052,1489
2055,1211
2057,1210
2057,1497
2057,1749
2058,1748
2060,1526
2067,1739
2072,1520
2077,1203
2078,1743
2079,1545
2083,1625
2086,1542
2091,1670
2099,1633
2099,1729
2100,1565
2100,1641
2101,1656
2103,1647
2104,1643
2105,1650
2107,1575
2112,1583
2112,1650
2113,1113
2114,1132
2115,1659
2121,1678
2122,1065
2122,1127
2122,1679
2123,1619
2123,1643
2124,1185
2127,1668
2132,1667
2133,1616
2134,1114
2135,1620
2137,1684
2139,1644
2141,1633
2143,1631
2145,1651
2145,1653
2149,1064
2149,1641
2156,1708
2157,1136
2157,1654
2159,1172
2159,1657
2163,1147
2164,1676
2167,1669
2170,1138
2172,1141
2173,1159
2174,1680
2174,1703
2178,1165
2179,1688
2182,1709
2184,1708
2187,1699
2187,1716
2190,1704
2191,1721
2192,1720
2193,1160
2194,1709
2195,1711
2195,1727
2196,1096
2198,1715
2198,1729
2202,1720
2204,1723
2212,1734
2267,1073
2293,969
2296,1776
2297,1791
2302,1119
2303,1003
2313,1032
2327,998
2328,1109
2342,1759
2355,1754
2406,1080
2412,1062
2454,1717
2457,1062
2458,1720
2464,1033
2468,1079
2481,1068
2489,1110
2491,1108
2493,1052
2503,1042
2503,1050
2508,1139
2510,1066
2523,1162
2526,1141
2532,1175
2534,1687
2539,1098
2539,1728
2552,1205
2576,1242
2576,1671
2580,1122
2580,1161
2593,1268
2594,1138
2597,1664
2598,1123
2603,1121
2603,1283
2606,1667
2607,1660
2608,1116
2612,1297
2613,1229
2619,1741
2620,1675
2621,1137
2623,1285
2625,1244
2629,1090
2641,1159
2646,1210
2663,1373
2668,1148
2668,1374
2673,1298
2683,1252
2687,1411
2700,1625
2701,1626
2703,1435
2719,1379
2720,1438
2722,1274
2740,1491
2750,1611
2751,1606
2752,1206
2752,1487
2755,1312
2767,1531
2770,1536
2801,1453
2819,1478
2840,1450
2876,1468
2337,1396
