node_X_pix,node_Y_pix
1790,1509
1813,1462
1842,1501
1852,1492
1855,1497
1858,1497
1861,1485
1864,1488
1867,1487
1871,1497
1880,1219
1884,1335
1884,1360
1899,1155
1900,1311
1917,1354
1918,1355
1925,1382
1929,1332
1939,1562
1942,1768
1943,1444
1944,1167
1945,1098
1945,1805
1949,1340
1950,1350
1951,1563
1954,1355
1954,1809
1957,1799
1958,1400
1958,1550
1960,1548
1965,1354
1968,1417
1968,1450
1972,1450
1972,1495
1973,1461
1974,1316
1975,1402
1975,1413
1975,1459
1975,1497
1977,1787
1978,1407
1978,1623
1979,1449
1979,1459
1979,1576
1979,1764
1980,1242
1980,1393
1980,1450
1981,1574
1982,1465
1983,1433
1984,1441
1986,1442
1986,1476
1987,1261
1987,1474
1987,1538
1988,1253
1989,1391
1989,1450
1989,1540
1992,1238
1992,1435
1992,1453
1993,1488
1996,1489
1997,1470
1999,1496
2001,1409
2007,1419
2008,1480
2010,1652
2016,1598
2019,1163
2021,1514
2023,1444
2023,1514
2034,1461
2040,1607
2043,1202
2048,1213
2048,1541
2052,1489
2056,1207
2056,1749
2057,1210
2057,1497
2058,1749
2060,1526
2066,1739
2072,1520
2077,1203
2078,1623
2078,1744
2079,1545
2086,1542
2091,1670
2097,1732
2100,1565
2101,1635
2102,1657
2106,1650
2108,1117
2108,1577
2112,1583
2112,1650
2113,1115
2114,1132
2114,1658
2115,1111
2121,1678
2122,1066
2122,1127
2122,1620
2122,1679
2123,1643
2124,1185
2127,1669
2131,1668
2133,1616
2134,1114
2135,1620
2137,1684
2139,1645
2141,1632
2142,1630
2145,1059
2146,1653
2156,1709
2157,1136
2157,1654
2159,1172
2159,1657
2163,1147
2164,1676
2167,1669
2170,1138
2171,1141
2174,1161
2174,1680
2174,1703
2177,1166
2179,1688
2182,1710
2184,1708
2187,1699
2187,1716
2190,1704
2190,1721
2192,1720
2193,1160
2194,1709
2195,1711
2196,1728
2198,1715
2199,1106
2200,1725
2202,1720
2204,1723
2212,1734
2265,1071
2292,965
2296,1776
2296,1791
2302,1003
2302,1119
2313,1032
2327,994
2328,1109
2342,1759
2353,972
2355,1754
2406,1080
2411,1063
2454,1717
2457,1062
2458,1721
2465,1029
2468,1079
2480,1069
2485,1060
2489,1110
2490,1054
2491,1109
2492,1070
2496,1041
2503,1042
2504,1049
2507,1137
2511,1144
2514,1136
2518,1154
2523,1162
2526,1142
2527,1150
2528,1066
2532,1110
2532,1175
2534,1687
2538,1728
2552,1205
2576,1242
2576,1671
2578,1126
2580,1162
2593,1268
2594,1138
2598,1123
2603,1121
2603,1283
2604,1747
2608,1117
2612,1230
2612,1297
2620,1239
2620,1250
2623,1285
2624,1137
2630,1091
2633,1159
2635,1242
2646,1210
2663,1373
2667,1373
2668,1148
2673,1298
2684,1200
2686,1252
2687,1411
2696,1191
2699,1625
2701,1203
2701,1637
2704,1436
2707,1311
2712,1339
2720,1438
2722,1276
2736,1369
2741,1492
2749,1311
2750,1611
2752,1206
2752,1604
2753,1488
2758,1579
2766,1530
2767,1530
2769,1525
2769,1578
2770,1536
2802,1453
2819,1478
2841,1448
2872,1478
2337,1395
