node_X_pix,node_Y_pix
801,1450
819,1404
849,1400
856,1421
867,1431
869,1161
929,1237
933,1534
935,1164
939,1394
945,1257
946,1338
956,1227
956,1432
956,1443
957,1360
960,1396
964,1505
966,1341
968,1219
968,1374
968,1509
974,1098
974,1463
975,1614
978,1385
984,1618
985,1342
987,1399
988,1383
988,1478
989,1640
990,1639
994,1173
994,1405
995,1466
996,1497
997,1739
1001,1233
1001,1517
1004,1214
1005,1147
1006,1384
1009,1653
1011,1425
1012,1517
1013,1451
1013,1631
1015,1146
1017,1415
1018,1393
1018,1437
1021,1488
1021,1509
1022,1489
1023,1440
1026,1176
1026,1329
1026,1400
1026,1402
1027,1336
1032,1392
1033,1493
1034,1182
1034,1687
1034,1695
1035,1688
1036,1294
1036,1412
1037,1183
1040,1125
1041,1124
1042,1617
1047,1166
1048,1165
1049,1112
1050,1077
1050,1166
1051,1127
1051,1137
1053,1615
1056,1022
1057,1353
1060,1113
1060,1563
1061,1664
1063,1607
1065,1339
1066,1155
1066,1560
1067,1110
1067,1673
1071,1396
1071,1691
1071,1701
1072,1323
1072,1621
1073,1126
1073,1316
1073,1613
1074,1295
1077,1171
1077,1393
1078,1172
1078,1550
1079,1294
1079,1319
1080,929
1081,1363
1082,1221
1084,1420
1084,1647
1086,1211
1087,1657
1088,1434
1089,1284
1089,1443
1092,1234
1092,1557
1092,1692
1093,1700
1094,1174
1096,1402
1097,1298
1097,1341
1098,1633
1100,1415
1100,1648
1101,1286
1102,1259
1106,1246
1106,1458
1107,1208
1107,1331
1107,1382
1107,1451
1108,1405
1108,1563
1111,1450
1111,1636
1112,1215
1112,1431
1114,1373
1114,1453
1114,1459
1115,1224
1117,1255
1117,1379
1117,1557
1118,1379
1119,1384
1119,1753
1120,1673
1120,1729
1120,1803
1121,1685
1122,1410
1123,1240
1125,1253
1125,1261
1125,1615
1125,1637
1126,1249
1128,919
1128,1232
1128,1406
1128,1419
1130,1416
1131,1249
1133,951
1134,1030
1135,1430
1136,1272
1136,1362
1137,1127
1137,1217
1138,1465
1138,1481
1140,1212
1140,1392
1141,1435
1142,1265
1142,1852
1143,1364
1143,1419
1144,1421
1148,1211
1148,1410
1148,1413
1148,1832
1149,1421
1149,1760
1150,1449
1151,1400
1152,1365
1152,1370
1153,1341
1154,1143
1154,1297
1156,1085
1156,1406
1157,1506
1158,1507
1158,1690
1159,1598
1159,1760
1159,1834
1160,1642
1161,1056
1163,1031
1163,1066
1164,1608
1164,1733
1165,1003
1167,1005
1167,1033
1167,1061
1168,1005
1168,1470
1169,1102
1169,1607
1170,1376
1171,1486
1171,1569
1171,1573
1172,1102
1172,1252
1172,1958
1173,1196
1174,1278
1175,987
1175,1056
1175,1364
1177,1426
1177,1571
1178,1326
1178,1363
1178,1417
1178,1745
1179,1341
1180,1471
1181,1472
1182,1721
1183,1381
1184,1572
1185,1313
1185,1565
1186,1077
1187,1315
1187,1851
1188,1028
1188,1713
1189,1454
1190,998
1190,1723
1191,1184
1191,1432
1191,1737
1192,1092
1192,1529
1192,1714
1193,1085
1193,1708
1194,1712
1195,1086
1195,1192
1195,1286
1196,1113
1197,981
1197,1428
1198,926
1198,927
1198,1129
1198,1849
1199,928
1199,1201
1199,1428
1199,1474
1200,1066
1200,1094
1200,1475
1201,919
1202,1354
1203,1085
1203,1208
1203,1731
1204,1427
1205,1673
1205,1762
1208,1204
1208,1625
1208,1730
1209,1521
1209,1551
1209,1750
1210,1636
1211,1327
1211,1779
1212,1327
1214,1028
1214,1726
1215,1230
1216,1064
1217,1868
1217,1878
1219,1025
1219,1240
1220,1686
1222,1183
1222,1208
1223,1230
1225,1312
1225,1415
1226,1078
1226,1254
1226,1292
1226,1615
1227,1266
1227,1372
1227,1642
1228,1265
1228,1362
1228,1577
1230,1622
1230,1784
1231,1249
1231,1414
1231,1579
1235,1244
1236,1287
1236,1291
1236,1711
1237,1741
1238,1074
1238,1344
1238,1624
1239,1378
1239,1873
1242,1121
1242,1568
1242,1589
1243,1306
1243,1570
1243,1707
1244,1115
1244,1313
1244,1436
1244,1589
1244,1651
1245,1080
1245,1096
1245,1264
1245,1588
1246,1350
1247,1070
1247,1577
1248,1439
1248,1521
1248,1691
1248,1745
1248,1853
1251,1603
1253,892
1253,1207
1253,1485
1254,1524
1254,1584
1255,1211
1255,1447
1255,1449
1255,1583
1255,1696
1257,1240
1257,1437
1257,1456
1257,1751
1258,1734
1259,1095
1259,1357
1259,1442
1259,1460
1260,1064
1260,1177
1260,1453
1260,1881
1261,1083
1261,1161
1261,1347
1263,990
1263,1351
1263,1735
1264,875
1264,1062
1264,1358
1264,1718
1265,1225
1265,1390
1265,1458
1266,1390
1267,992
1267,1414
1268,993
1268,1442
1268,1445
1268,1459
1268,1487
1268,1642
1268,1764
1268,1839
1269,881
1269,1217
1269,1236
1269,1417
1269,1425
1269,1451
1269,1709
1269,1945
1270,1057
1270,1345
1270,1448
1270,1549
1270,1811
1270,1820
1271,1343
1271,1834
1272,976
1272,1641
1272,1836
1272,1870
1273,1343
1273,1533
1275,1414
1275,1551
1276,1069
1276,1193
1276,1237
1277,1934
1277,1942
1278,1060
1278,1534
1278,1581
1278,1622
1278,1943
1280,1280
1280,1594
1281,1951
1282,1107
1282,1200
1282,1269
1283,1672
1284,1947
1285,1106
1286,1676
1287,1114
1287,1232
1287,1669
1288,1759
1289,1152
1289,1371
1290,1112
1291,1121
1291,1947
1293,1498
1293,1826
1293,1948
1295,1119
1295,1497
1296,1647
1296,1973
1297,1247
1298,1719
1298,2061
1299,2024
1300,1249
1301,923
1301,1146
1301,1463
1303,1590
1303,1618
1303,1644
1303,1738
1304,1319
1304,1564
1304,1636
1304,1644
1304,1841
1305,1104
1305,1590
1305,2068
1306,1238
1306,1270
1306,1572
1306,1840
1306,1874
1306,2068
1307,1377
1307,1697
1307,2011
1307,2069
1308,935
1308,1106
1308,1164
1308,1872
1308,2021
1309,1640
1309,1663
1309,2053
1310,1379
1310,1389
1310,1686
1310,2069
1312,998
1312,1418
1313,1126
1313,1403
1313,1462
1313,1621
1314,795
1314,1425
1314,1663
1315,1223
1316,1716
1317,1553
1318,1132
1319,1310
1320,1460
1320,1573
1320,1749
1321,1469
1321,1759
1321,1782
1322,827
1322,908
1322,1381
1322,1461
1324,897
1324,1404
1324,1732
1325,1157
1325,1568
1326,1606
1326,1745
1327,700
1327,1230
1327,1277
1327,2161
1329,1780
1329,1907
1329,1978
1330,1182
1330,1569
1330,1574
1331,1382
1331,1402
1331,1511
1331,1935
1332,1372
1334,1678
1335,914
1335,1587
1335,1777
1336,827
1336,1102
1336,1718
1337,1118
1337,1180
1337,1304
1337,1407
1338,1108
1338,1188
1338,1514
1339,1132
1339,1385
1339,1514
1340,1131
1341,1584
1342,899
1343,702
1343,1240
1343,1981
1344,692
1344,1194
1345,1700
