node_X_pix,node_Y_pix
1843,1489
1851,1492
1854,1499
1860,1485
1866,1488
1866,1495
1899,1370
1911,1242
1925,1383
1943,1166
1945,1442
1949,1351
1970,1789
1973,1319
1973,1366
1974,1411
1975,1408
1975,1497
1977,1406
1977,1452
1978,1241
1978,1451
1982,1380
1983,1437
1984,1443
1985,1443
1986,1263
1987,1539
1988,1253
1989,1541
1990,1451
1992,1224
1992,1239
1992,1487
1995,1434
1996,1579
1997,1489
2000,1495
2001,1409
2004,1230
2007,1419
2011,1752
2014,1597
2016,1450
2020,1440
2021,1514
2024,1458
2025,1470
2029,1454
2037,1478
2040,1471
2043,1661
2044,1206
2046,1181
2047,1492
2048,1213
2054,1492
2055,1581
2056,1208
2056,1495
2056,1749
2057,1210
2057,1750
2058,1527
2068,1535
2073,1522
2075,1203
2076,1526
2078,1545
2078,1744
2085,1541
2093,1671
2098,1601
2100,1565
2101,1659
2108,1577
2111,1652
2112,1583
2113,1659
2121,1679
2123,1643
2124,1185
2127,1103
2127,1670
2132,1668
2136,1685
2138,1645
2144,1634
2145,1653
2150,1071
2151,1654
2155,1651
2156,1706
2157,1137
2157,1173
2158,1669
2161,1668
2162,1147
2163,1663
2165,1666
2170,1141
2170,1142
2173,1161
2173,1704
2176,1166
2176,1683
2179,1688
2183,1712
2185,1733
2188,1098
2190,1722
2191,1705
2192,1100
2193,1160
2193,1725
2193,1726
2194,1104
2195,1711
2201,1719
2213,1735
2274,1090
2287,999
2296,1776
2296,1792
2301,1119
2313,1034
2325,999
2328,1109
2342,1759
2344,1762
2377,1070
2391,1086
2412,1053
2413,1078
2450,1718
2457,1062
2458,1727
2459,1059
2469,1080
2484,1066
2522,1161
2528,1143
2532,1175
2534,1687
2538,1716
2552,1205
2562,1147
2574,1672
2577,1163
2577,1243
2592,1136
2592,1665
2593,1268
2598,1264
2600,1712
2603,1283
2605,1668
2606,1159
2607,1660
2610,1232
2617,1672
2645,1212
2654,1184
2663,1246
2664,1375
2668,1374
2669,1298
2680,1304
2681,1291
2685,1201
2688,1412
2697,1626
2700,1628
2701,1399
2704,1436
2706,1435
2721,1317
2750,1613
2751,1606
2768,1533
2769,1535
2335,1396
