node_X_pix,node_Y_pix
1110,1462
1132,1467
1132,1479
1133,1478
1137,1466
1138,1456
1140,1485
1141,1284
1149,1506
1152,1512
1156,1508
1168,1335
1178,1330
1179,1334
1180,1475
1186,1319
1192,1437
1198,1291
1200,1632
1203,1429
1210,1225
1210,1329
1221,1414
1223,1419
1224,1315
1224,1368
1226,1258
1226,1295
1227,1616
1228,1268
1230,1232
1230,1417
1230,1584
1232,1344
1233,1357
1234,1294
1236,1473
1236,1483
1238,1589
1240,1382
1241,1304
1243,1351
1244,1439
1244,1592
1246,1320
1251,1304
1252,1604
1254,1450
1255,1401
1255,1452
1257,1462
1258,1445
1263,1361
1264,1393
1264,1461
1268,1207
1268,1422
1268,1490
1269,1445
1269,1462
1269,1588
1269,1600
1271,1601
1271,1610
1276,1261
1276,1270
1280,1204
1281,1191
1282,1250
1283,1622
1284,1235
1288,1375
1290,1639
1291,1242
1291,1624
1292,1623
1294,1501
1296,1275
1296,1282
1297,1326
1298,1216
1298,1288
1298,1622
1299,1252
1299,1644
1300,1468
1301,1594
1303,1466
1304,1210
1304,1568
1304,1640
1305,1176
1305,1274
1305,1592
1308,1317
1308,1364
1308,1381
1308,1645
1309,1224
1310,1160
1311,1158
1311,1171
1311,1625
1312,1383
1312,1405
1312,1465
1313,1316
1314,1158
1314,1524
1317,1313
1318,1462
1319,1512
1320,1472
1321,1464
1324,1160
1329,1386
1330,1374
1330,1513
1335,1590
1336,1091
1336,1307
1336,1517
1338,1191
1338,1285
1338,1389
1338,1517
1341,1241
1342,1195
1346,1098
1346,1494
1347,1522
1348,1156
1348,1634
1349,1133
1349,1484
1349,1642
1352,1244
1352,1450
1353,1260
1353,1494
1354,1485
1355,1173
1355,1732
1356,1261
1356,1506
1356,1511
1359,1265
1359,1459
1359,1655
1360,1455
1360,1584
1360,1655
1361,1205
1361,1445
1361,1654
1362,1255
1365,1530
1365,1673
1366,1294
1367,1495
1368,1261
1368,1296
1369,1325
1370,1310
1370,1437
1370,1724
1371,1311
1371,1418
1371,1611
1372,1735
1373,1480
1373,1653
1373,1658
1376,1044
1377,1719
1378,1326
1378,1426
1379,1297
1379,1463
1381,1056
1381,1277
1381,1422
1382,1335
1382,1441
1382,1537
1382,1725
1383,1048
1383,1575
1383,1659
1385,1048
1385,1419
1386,1626
1386,1695
1387,1711
1389,1514
1391,1140
1391,1626
1391,1710
1392,1125
1392,1449
1392,1569
1392,1577
1393,1027
1393,1601
1393,1690
1394,1120
1394,1448
1394,1605
1394,1624
1395,1030
1395,1716
1396,1037
1397,1131
1397,1674
1397,1686
1398,1121
1398,1136
1399,1296
1399,1449
1399,1705
1400,1439
1400,1441
1401,1241
1402,1058
1402,1242
1403,1030
1403,1332
1403,1471
1404,1151
1404,1396
1404,1450
1404,1546
1406,1547
1407,1394
1407,1538
1407,1701
1407,1720
1408,1558
1409,1241
1409,1247
1409,1499
1409,1549
1410,1184
1411,1237
1411,1249
1411,1621
1414,1710
1416,1553
1418,1238
1419,1079
1420,1522
1422,1233
1423,1318
1423,1524
1424,1488
1425,1648
1426,1697
1427,1297
1429,1497
1430,1310
1431,1311
1432,1312
1432,1472
1433,1663
1434,1209
1434,1538
1435,1000
1435,1739
1437,1455
1439,997
1441,1471
1441,1622
1442,1734
1444,1189
1444,1237
1446,983
1446,1378
1447,1186
1447,1394
1449,1392
1450,1634
1451,986
1451,1234
1451,1240
1452,986
1452,1674
1453,988
1453,1662
1455,1504
1455,1622
1456,1350
1456,1471
1457,1657
1458,1159
1458,1198
1458,1220
1458,1340
1459,972
1460,1285
1461,1128
1461,1245
1461,1391
1461,1496
1462,992
1464,1373
1464,1682
1465,1528
1465,1560
1466,1620
1467,983
1467,1006
1467,1144
1467,1221
1467,1272
1467,1672
1468,1213
1468,1346
1469,1133
1469,1330
1469,1482
1470,1663
1470,1670
1471,1492
1471,1622
1473,1412
1473,1445
1473,1493
1474,1001
1476,1257
1476,1893
1477,1237
1477,1260
1477,1618
1477,1650
1479,1138
1479,1304
1479,1520
1479,1635
1481,1482
1481,1489
1481,1606
1482,1620
1482,1744
1483,1414
1483,1627
1484,1649
1484,1926
1486,1226
1486,1390
1486,1583
1486,1917
1486,1926
1487,1111
1488,1084
1488,1265
1489,1482
1489,1639
1489,1927
1490,1081
1490,1158
1490,1253
1490,1489
1490,1559
1491,1226
1491,1240
1492,1238
1492,1273
1492,1617
1492,1626
1493,1005
1495,1149
1496,898
1496,1252
1496,1480
1496,1742
1496,1747
1498,1488
1498,1661
1499,1432
1499,1507
1499,1697
1501,1477
1501,1700
1501,1714
1502,951
1502,1285
1503,1117
1503,1225
1504,1154
1504,1231
1504,1746
1505,1765
1506,1065
1506,1429
1506,1435
1506,1465
1506,1764
1507,902
1507,1148
1507,1481
1507,1700
1508,1223
1508,1422
1508,1486
1508,1709
1509,1425
1510,1301
1510,1466
1511,1230
1512,1268
1512,1753
1514,1222
1515,1098
1515,1303
1515,1649
1516,1146
1516,1229
1516,1657
1516,1761
1517,948
1517,1382
1517,1489
1518,1381
1519,1163
1519,1553
1520,1121
1520,1221
1520,1229
1520,1695
1521,1212
1521,1220
1522,1382
1522,1532
1523,1341
1523,1429
1524,1129
1524,1771
1525,1290
1525,1598
1525,1764
1526,1136
1526,1478
1526,1487
1526,1658
1526,1694
1527,1140
1527,1421
1527,1610
1528,1890
1529,1540
1529,1703
1529,1830
1530,939
1530,1328
1530,1539
1530,1552
1531,1294
1531,1300
1532,1433
1532,1527
1534,1339
1534,1402
1534,1489
1534,1510
1534,1652
1534,1689
1535,1133
1535,1521
1536,1477
1536,1487
1536,1650
1537,1124
