node_Degree,node_Accessibility,node_ID
1,0.1670876294374466,1
1,0.1403304934501648,2
1,0.17390793561935425,3
3,0.18794605135917664,4
3,0.1977032870054245,5
2,0.1984335333108902,6
3,0.21104000508785248,7
1,0.22203508019447327,8
3,0.21414603292942047,9
1,0.12054038792848587,10
1,0.11503494530916214,11
3,0.21690404415130615,12
2,0.05487445741891861,13
2,0.18465334177017212,14
3,0.2089514136314392,15
1,0.23357994854450226,16
1,0.0994579866528511,17
3,0.22623631358146667,18
1,0.24848425388336182,19
3,0.2266172468662262,20
1,0.09920734167098999,21
3,0.23206670582294464,22
3,0.2783239483833313,23
3,0.27929413318634033,24
1,0.16171877086162567,25
3,0.2819359302520752,26
2,0.0,27
3,0.28230932354927063,28
3,0.0,29
2,0.0,30
1,0.19532476365566254,31
3,0.22031386196613312,32
3,0.28536954522132874,33
3,0.23032967746257782,34
3,0.2400323748588562,35
3,0.2933199107646942,36
3,0.17095404863357544,37
3,0.30152636766433716,38
3,0.3060149848461151,39
1,0.03813254088163376,40
3,0.2557225227355957,41
3,0.17254109680652618,42
3,0.2532142102718353,43
3,0.324933260679245,44
3,0.25820741057395935,45
1,0.2470691055059433,46
2,0.3152529299259186,47
3,0.31658390164375305,48
1,0.2540920674800873,49
1,0.16509170830249786,50
2,0.3102365732192993,51
3,0.2854807376861572,52
3,0.3341652452945709,53
3,0.32824817299842834,54
3,0.30594414472579956,55
3,0.18050715327262878,56
2,0.33413904905319214,57
3,0.26896244287490845,58
3,0.28353580832481384,59
3,0.3371484577655792,60
3,0.29164206981658936,61
3,0.26869645714759827,62
3,0.2716204524040222,63
3,0.2782283127307892,64
1,0.15182067453861237,65
2,0.3414464592933655,66
3,0.32523876428604126,67
3,0.3227469027042389,68
3,0.3204321563243866,69
2,0.303094744682312,70
3,0.297330766916275,71
3,0.283309668302536,72
2,0.30150753259658813,73
3,0.2941030263900757,74
3,0.2855219542980194,75
3,0.31663188338279724,76
2,0.29945847392082214,77
3,0.33839359879493713,78
3,0.3221660256385803,79
3,0.30726414918899536,80
3,0.30975541472435,81
3,0.30793994665145874,82
3,0.3053424656391144,83
1,0.19869469106197357,84
2,0.3596080541610718,85
2,0.3621886670589447,86
3,0.33272022008895874,87
3,0.33490556478500366,88
3,0.31882038712501526,89
3,0.30011117458343506,90
3,0.2966855466365814,91
1,0.288582980632782,92
3,0.3312595784664154,93
2,0.3682936131954193,94
3,0.33476200699806213,95
1,0.055936966091394424,96
2,0.32379746437072754,97
3,0.3153780698776245,98
3,0.31877535581588745,99
