node_X_pix,node_Y_pix
1917,1467
1921,1503
1928,1348
1943,1400
1951,1358
1965,1375
1969,1337
1972,1417
1972,1420
1974,1387
1975,1369
1977,1389
1979,1255
1979,1375
1984,1270
1984,1383
1985,1409
1987,1260
1990,1246
1992,1230
1995,1495
1996,1233
1999,1502
2005,1416
2010,1424
2021,1461
2022,1442
2026,1474
2030,1455
2033,1477
2037,1466
2048,1483
2048,1761
2050,1486
2059,1521
2064,1508
2065,1207
2068,1201
2068,1556
2070,1206
2075,1203
2077,1528
2086,1542
2095,1557
2104,1175
2106,1644
2117,1603
2118,1685
2119,1187
2120,1596
2128,1610
2129,1610
2133,1630
2137,1622
2139,1652
2142,1635
2144,1634
2153,1662
2156,1712
2159,1657
2161,1678
2163,1679
2166,1667
2168,1691
2170,1674
2172,1709
2173,1688
2175,1682
2175,1702
2176,1701
2178,1686
2180,1690
2183,1719
2185,1697
2194,1709
2195,1733
2199,1737
2204,1723
2210,1731
2219,1744
2248,1139
2259,1125
2259,1790
2267,1794
2292,1777
2296,1781
2324,1105
2326,1110
2335,1761
2341,1770
2388,1085
2389,1087
2410,1061
2411,1078
2443,1721
2455,1726
2531,1174
2534,1169
2537,1686
2540,1188
2542,1190
2549,1707
2552,1205
2553,1207
2558,1678
2569,1231
2572,1226
2580,1248
2580,1682
2583,1247
2601,1662
2607,1660
2608,1666
2615,1681
2638,1336
2640,1326
2688,1412
2692,1628
2695,1640
2705,1402
2714,1452
2720,1460
2742,1493
2744,1497
2747,1495
2748,1502
2757,1583
2773,1579
2330,1403
