node_X_pix,node_Y_pix
1734,1518
1750,1430
1765,1462
1767,1459
1768,1456
1789,1451
1789,1495
1795,1496
1799,1490
1799,1544
1820,1428
1821,1419
1821,1507
1831,1333
1840,1261
1843,1499
1844,1467
1853,1490
1854,1200
1855,1141
1856,1496
1859,1495
1861,1483
1864,1486
1865,1431
1866,1316
1869,1485
1873,1495
1875,1084
1878,1308
1879,1832
1888,1432
1891,1294
1903,1753
1910,1409
1912,1804
1913,1240
1916,1812
1918,1353
1919,1354
1919,1413
1922,1594
1924,1406
1926,1061
1926,1380
1934,1764
1936,1582
1940,1765
1941,1102
1941,1444
1941,1571
1941,1741
1942,1147
1942,1443
1943,1837
1945,1166
1947,1770
1949,1338
1949,1770
1950,1574
1951,1348
1951,1635
1951,1771
1954,1068
1957,1354
1957,1548
1958,1798
1959,1398
1959,1495
1960,1399
1961,1544
1963,1559
1963,1571
1964,1547
1965,1354
1965,1625
1966,1314
1967,1370
1967,1418
1968,1557
1970,1361
1971,1328
1971,1722
1974,1313
1975,1400
1975,1496
1975,1652
1977,1411
1977,1494
1977,1786
1978,1374
1979,1407
1979,1446
1980,1239
1980,1575
1981,1115
1981,1450
1981,1569
1981,1574
1982,1462
1983,1381
1983,1430
1985,1441
1986,1441
1987,1261
1988,1475
1988,1537
1989,1250
1989,1473
1989,1538
1992,1237
1993,1434
1993,1450
1994,1486
1996,1486
1997,1468
2000,1408
2000,1495
2007,1419
2007,1525
2008,1479
2009,1750
2010,1500
2011,1479
2014,1592
2016,1597
2017,1692
2018,1496
2020,1512
2023,1444
2023,1510
2025,1214
2026,1511
2030,1220
2030,1577
2034,1461
2034,1579
2040,1605
2042,1743
2045,1204
2048,1753
2049,1213
2049,1542
2052,1489
2056,1495
2056,1662
2057,1210
2057,1748
2058,1207
2060,1524
2061,1729
2066,1537
2068,1553
2071,1519
2075,1076
2076,1620
2079,1202
2081,1543
2084,1540
2091,1715
2092,1670
2096,1711
2097,1712
2099,1102
2099,1107
2100,1565
2100,1714
2100,1718
2101,1598
2102,1635
2102,1657
2103,1724
2104,1039
2104,1725
2105,1111
2106,1115
2106,1574
2106,1632
2106,1648
2107,1103
2111,1581
2113,1119
2113,1649
2115,1657
2117,1110
2117,1125
2122,1641
2122,1677
2124,1676
2125,1021
2125,1185
2126,1719
2128,1667
2130,1628
2132,1614
2132,1666
2133,1698
2134,1112
2137,1622
2137,1682
2138,1681
2139,1644
2139,1712
2145,1651
2146,1652
2149,1641
2153,1693
2154,1071
2156,1705
2157,1653
2158,1135
2160,1172
2160,1659
2161,1672
2163,1144
2163,1677
2166,1667
2167,1669
2171,1136
2172,1139
2173,1679
2174,1158
2174,1702
2177,1030
2178,1165
2179,1688
2182,1708
2189,1702
2190,1718
2194,1709
2195,1159
2197,1109
2203,1721
2205,1047
2229,975
2230,1075
2235,1044
2266,1068
2275,1040
2276,905
2298,1775
2298,1789
2301,1003
2304,1118
2314,1031
2324,929
2328,992
2330,1108
2344,1758
2346,1760
2352,961
2359,1061
2360,950
2363,1096
2366,956
2383,1067
2384,1088
2396,1739
2408,1079
2413,1788
2414,1017
2419,1730
2431,1760
2439,1018
2441,1067
2451,1050
2458,1063
2460,1054
2468,1078
2469,949
2482,1067
2497,1046
2504,1133
2510,1142
2513,1134
2518,988
2524,1163
2527,1140
2530,1173
2534,1687
2552,1205
2555,1001
2559,1776
2566,1227
2571,1235
2574,1232
2576,1242
2577,1671
2578,1125
2581,1160
2581,1238
2590,1026
2591,1108
2593,1268
2594,1131
2595,1135
2598,1663
2600,1122
2602,1281
2603,1708
2606,1660
2606,1666
2609,1227
2612,1155
2618,1782
2619,1138
2620,1235
2621,1669
2623,1654
2624,1247
2624,1685
2625,1230
2629,1218
2639,1241
2641,1728
2644,1241
2648,1208
2654,1159
2655,1158
2657,1365
2661,1172
2662,1071
2670,1158
2673,1357
2674,1296
2686,1219
2686,1252
2687,1410
2690,1197
2699,1630
2700,1625
2705,1250
2706,1269
2707,1278
2708,1309
2709,1122
2709,1391
2728,1472
2733,1366
2741,1492
2746,1160
2747,1607
2752,1602
2757,1487
2759,1578
2760,1265
2762,1398
2764,1527
2766,1530
2768,1433
2769,1209
2770,1576
2773,1352
2776,1310
2788,1305
2792,1313
2820,1476
2829,1431
2854,1435
2913,1483
2339,1394
