node_X_pix,node_Y_pix
1868,1487
1868,1492
1869,1497
1913,1243
1923,1369
1925,1382
1926,1375
1941,1151
1943,1559
1949,1350
1957,1806
1973,1318
1973,1366
1974,1409
1974,1411
1975,1497
1978,1241
1978,1406
1979,1450
1980,1377
1983,1435
1984,1443
1986,1263
1988,1253
1988,1541
1990,1450
1992,1239
1992,1487
1993,1408
1997,1489
1998,1405
1998,1573
2000,1496
2003,1424
2010,1424
2015,1450
2016,1581
2020,1440
2021,1514
2024,1469
2037,1478
2040,1471
2042,1175
2044,1206
2044,1743
2047,1492
2048,1213
2049,1662
2054,1492
2054,1493
2054,1581
2056,1208
2056,1749
2056,1750
2057,1210
2059,1528
2074,1524
2075,1203
2078,1744
2080,1534
2084,1540
2100,1565
2100,1599
2108,1577
2110,1653
2112,1583
2112,1656
2114,1659
2121,1679
2123,1642
2124,1185
2126,1669
2130,1107
2132,1668
2136,1685
2138,1644
2143,1631
2145,1653
2156,1137
2157,1088
2157,1173
2157,1654
2157,1706
2160,1659
2162,1147
2164,1679
2168,1671
2169,1139
2171,1142
2173,1161
2173,1703
2176,1166
2177,1685
2179,1688
2183,1712
2185,1733
2189,1097
2190,1722
2191,1705
2193,1160
2193,1725
2193,1726
2195,1711
2201,1719
2213,1735
2274,1102
2296,1776
2296,1791
2301,1119
2304,1005
2313,1034
2323,1007
2328,1109
2342,1759
2359,1758
2377,1070
2391,1086
2412,1053
2413,1078
2452,1717
2456,1725
2468,1079
2480,1069
2522,1161
2527,1149
2532,1175
2533,1687
2537,1703
2552,1156
2552,1205
2574,1672
2576,1163
2577,1243
2579,1153
2588,1162
2592,1665
2593,1128
2599,1720
2602,1282
2605,1668
2607,1660
2609,1155
2610,1232
2617,1672
2652,1244
2664,1375
2668,1374
2679,1299
2687,1411
2691,1208
2697,1626
2698,1389
2700,1628
2704,1436
2720,1439
2750,1613
2751,1606
2768,1533
2769,1535
2335,1397
